label	text_a
1	"dick  face  u  would  do  shit  fake  ass  "
0	"@ikathyv  it's  a  stupid  word  that's  been  abused  by  stupid  people"
0	"@Powkat  Phil  Gingrey  explicitly  endorsed  the  position  that  while  the  OCO  is  fake  spending,  the  SGR  is  a  fake  saving,  so  using  the  two  to  cancel  each  other  out  is  perfect."
0	"Lawrence  O'Douche?  Rachel  Bulldyke?  Is  that  you?\xa0\xa0  SOOOOO\xa0\xa0  EXCITING!!!"
1	"NO  FUCKING  WAY??!!!!  You  can't  leave  us!  Can't  you  knock  over  an  old  lady  or  something?  Turn  tricks?  Blackmail  someone?  \n\nFUCK!  NOOOOOOOOOOOOOOOOOOOOOOO!!!!!!!!!!!!!!!!!!!!"
0	"Marriage  is  a  worthless  ceremony,  almost  as  worthless  as  religion."
0	"@Kick  Ass  @firenze_30fps  \\\\n\\\\nAflack,  or  Hijack,  is  that  you?"
0	"another  lefty  trying  to  look  like  a  right-wing  racist.  \xa0The  dems  are  the  racists  ...  period!"
1	"You  wicked  shit,  you  have  the  mitigated  gall  to  call  the  Lord's  name  in  your  filthy  beer  smelling  mouth."
0	"No  ass  kicker,  yours!!!!!"
0	"Crap,  your  ChicK  as  got  a  run."
0	"yes  holder  ,  you  have  a  right  to  be  there  no  matter  how  much  of  a  crook  you  are,  not  to  mention  the  racism  you  inject  everytime  you  speak  !\xa0  after  all....gaybryan  like  you  !"
0	"dude  dont  troll........leave  them  alone"
1	"You  are  wrong  idiot!"
1	"Or  a  flaming  queen  like  Gheyrooster!"
0	"I  guess  you  are  those  who  have  a  fetish  for  huge  silicon  boobs."
0	"Could  be  a  nice  little  gift  for  my  husband  for  valentine's  day  -  not  long  now."
0	"Sanyu  I  suggest  you  get  over  cute  and  become  competent  (intellectually  )  if  you  reasoned  like  Buess  I  would  think  you  are  compentent.  The  way  you  sound  makes  me  think  your  brain  is  in  you  panties.  \nBluess  Great  reasoning  ,  great  questioning  and  indeed  you  showed  a  sense  of  patriotism.\nSanyu  pull  your  brain  out  of  your  panties,  have  it  in  the  right  place  you  might  reason  better  than  you  do  here"
0	"Fucking  hot  man.\xa0  Jeez,  we  look  alike.\xa0  Love  the  fur.\xa0  Just  wish  you  would  share  a  pic  of  your  dick."
0	"next  time  try  to  offer  suck  his  dick,  maybe  it  will  help..."
0	"Great  Pin  Bea.  This  photo  just  tells  a  story."
0	"thats  a  pathetic  flop  fuck  you  jvg"
0	"If  he's  calling  some  bitch  "his  girl,"  he  doesn't  deserve  you.  Save  yourself  for  someone  who  sees  past  the  superficial.  You  deserve  a  man  who  will  treat  you  as  his  one  and  only,  not  just  another  girl.  And  be  worth  it!  Be  the  girlfriend  a  true  man  deserves.  :)  You'll  win  in  the  end."
0	"My  favorite  part  was  show  killing  Vince  with  a  shot  of  air."
0	"Posted  farther  down  in  a  response...felt  it  was\\xc2\\xa0germane  to  what  we  are  discussing  a  great  deal  of  today:\\n"The  prince  of  this  world"  (John  12:13)  \\xc2\\xa0is  a  master  of  false  systems.  \\xc2\\xa0He  crafts  entire  schools  of  thought  that  can  suck  us  in  and  destroy  us...He\\'s  behind  false  religions,  false\\xc2\\xa0philosophies,  false  doctrine,  false  morality,  and  every\\xc2\\xa0system\\xc2\\xa0of  that  that  cannot  lead  anyone  to  God.  \\xc2\\xa0He  has  infiltrated  governments,  economies,\\xc2\\xa0educational\\xc2\\xa0institutions,  and  anything  that  has  influence  in  this  world.  \\xc2\\xa0The  conclusion  John  came  to  is  sobering.  \\xc2\\xa0"The  whole  world  lies  in  the  power  of  the  evil  one"(John  5:19).\\'The  Invisible  War\\',  Chip  Ingram"
0	"@n.akuatuta  ill  take  anything  over,  "i  gota  do  a  better  job",  but  i  inserta  a"
0	"@Coach  P  @RR-Track-Dawg70s  @VirginiaDawg  Mason  looks  to  RS  so  it's  either  Lemay  and  Bauta  as  the  backup."
0	"Cars  was  like,  "fuck  this  i'm  outta  here.""
0	"Holder  would  be  lynched  if  he  tried  such  a  stunt.  Why  don't  you  see  if  you  can  get  back  to  2009.  That  was  when  President  Bush  left  office.  We  now  have  the  losers  Holder  and  Obama  who  are  clueless."
0	"That  looked  like  you  at  first  glance!"
1	"LMAO.  Do  people  who  hate  gays  and  lesbians  really  think  protesting  will  get  us  to  stop  having  kids  and  being  a  family??  You  serious??  Its  funny  how  everyone  quotes  the  bible  but  it  also  says  DIVORCE  is  a  sin,  BEING  A  DRUNKARD  is  a  sin,  BEING  A  BASTARD  is  a  sin,  CHEATING  IS  A  SIN.  Have  you  idiots  not  read  the  10  commandments??  Those  are  ALL  ABOMINATIONS!  You  anti-gay  homophobes  are  so  ignorant.  Karma  is  a  bitch.  You  just  wait  and  see,  haters."
0	"Moral  of  the  story:\n\nWhen  defending  your  family,  property,  and  self  against  a  prowler,  shoot  to  kill  so  they  can't  come  back  and  sue  you."
0	"And....you  know....being  on  probation."
1	"Hmm  pointless  lives.....\xa0  yup,  Elitist  Pig  you  are...."
1	"You  racist  bitch"
0	"because  they  are  more  civilized  than  that...mostly"
0	"HOLY  FUCKING  SCHNITT!  \xa0he  called  pete  raping  gertude  (doppeltrudy),  the  au  pair  "having  an  affair"--  there  are  no  words..."
0	"Kuyt  will  wait  to  see  what  the  new  manager  says  about  his  playing  time  next  season  before  he  bolts."
0	"I  like  all  your  pins,  haha  :)"
0	"NoyNoy  Aquino  is  an  ugly  MOTHER  F  U  C  K  E  R!"
0	"They  cant  beat  spanish  players  so  they  are  trying  these  cheap  shots..."
1	"before  calling  others  stupid  you  gay  piece  of  shit  you  should  check  the  spelling  of  your  own  username  because  it  seems  that  you  forgot  to  complete  its  spelling.  Dild....o?  Dildo?  *ur  extremely  gay"
0	"so  wat  have  u  bn  doing  all  along  if  u  want  to  train  them  nw.we  thot  yo  presence  must  strengthen  the  strike  force  bt  proving  otherws.shame!!!!!!!!!!!!!!!!!!!"
0	"Stick  to  Santorum.    Your  obsession  with  his  wife  makes  you  look  like  an  ass.\\n\\nThere  is  plenty  to  pick  on  with  him.    He  is  as  big  a  freak  as  you  are"
0	"fucking  hell"
0	"I  will  go  back  to  my  lenses  now  and  try  to  spice  it  up  a  little."
0	"shit  quality.  need  better  rip.  ug  its  so  hard  to  find  high  quality  hard  trance"
1	"And  your  an  idiot."
1	"FOR  SOME  REASON  U  SOUND  RETARDED.  LOL.  DAMN.  WHERE  U  BEEN  NEGRO"
1	"You  are  a  sad,  ignorant,  pitiable  fuck.\n\nI  take  that  back.    You're  not  worthy  of  pity."
1	"Are  you  asking  because  your  Mom  wants  to  sell  your  anus  to  her  crack  dealer?"
0	"So  the  pools  aren't  open  Sundays?  The  hell  are  my  taxes  paying  for?"
0	"@cheatingrangers\xa0\n\xa0\nWe  shall  see  only  a  fool  predicts  the  future,  you  qualify."
0	"I  say  both  teams  have  a  50/50  shot  of  winning  this  game\nhehe"
0	"Chucklefuckers  next  door  to  Fuddruckers  for  a  bite  before  the  show."
0	"She  can  spew  'True  Lies'  because  DemonCrats  are  Fuckin'  Retarded,  and  she  knows  it.  They'll  take  what  she  or  President  Kardashian  says  at  face  value."
0	"I  recently  just  watched  the  documentary  Such  Hawks  Such  Hounds  and  holy  god  damn  sunnuva  bitch  are  there  a  whole  lot  of  bands  I  need  to  start  listening  to.  I  have  no  idea  how  I've  gone  this  long  without  listening  to  Sir  Lord  Baltimore."
0	"Hey,  that's  an  insult  to  my  religious  beliefs.\n\nMake  fun  of  Santa  and  Jesus  all  you  like,  but  HL3  is  prophesied  in  the  sacred  Valve  Scrolls."
1	"You  dirty  fucker"
0	"@douglass:  because  arabs  fight  back  with  AK-47s  while  afro-american  negro's  complain  alot  &  walk  around  with  peace  sign  say  crappy  words  with  no  action  behind  it  like  "no  peace  no  justice".  the  reason  way  the  whites  pick  on  you  negro's  alot  [like  a  bully  at  a  high  school]  is  because  you're  still  a  "P"  to  the  klans  from  the  south.  WHITE  POWER."
0	"I  have  a  transformer  prime  and  hate  it,  almost  everything  positive  you  read  about  this  tablet  is  untrue.\nNot  fast  or  responsive  (AT  ALL)\nterrible  build  quality,  I  had  to  send  it  back  to  ASUS  because  of  dead  pixels  and  defective  screen\nhorrible  wifi  signal  quality,  cant  get  a  decent  lock  on  the  other  side  of  my  tiny  house\nand  I  love  android  and  ICS,  but  every  app  on  the  prime  has  lockup  and  crash  issues  CONSTANLY\n\nfucking  terrible  device  from  a  terrible  manufacturer,  go  for  Samsung,  fuck  ASSUS"
0	"Later  Bill!\n\nI  don't  care  what  they  say  about  you!\n\nYou're  OK!!"
0	"I  think  the  person  from  the  school  that  made  this  decision,  has  an  ass  whipping'  coming!"
0	"Shows  how  difficult  it  is  to  come  out\\nA  lot  of  gay  people  hate  themselves  because  of  how  we  treat  one  another  -  and  that  sux.\\n\\nI  think  "revolt_today"  hates  himself."
0	"as  a  browns  fan,  i  softly  weep."
0	"@unit400  -  \nObama  -  "What,  me  worry??""
1	"I  hope  you  liberals/progressives/soc  ialists/com  munists  who  are  commenting  here  are  really  proud  of  yourselves  with  your  fi  lth  y  comments  about  AB.\\xc2\\xa0  Keep  it  up.\\xc2\\xa0  It  shows  who  you  really  are,  a  bunch  of  snarky,  ha  te  ful,  elitist,  de  cei  tful,  and  dec  eived  useful  id  i  ots  of  the  dark.\\xc2\\xa0  Crawl  away  slim  ers."
1	"Your  point  is  as  valid  as  the  hole  in  your  head  that  you  obviously  gave  to  yourself  before  making  such  an  idiotic  statement.  And  bringing  politics  into  it?  Could  your  trolling  be  more  obvious?"
0	"go  on  move  to  hollywood,  join  russell  brand  and  take  dan  lobe  with  you"
0	"desperate  sad  women"
0	"Apa  tindakan  JAKIM????"
0	"Problem  is  we  are  loosing  our  choices  due  to  beurocracy.  islamisten  do  not  have  a  bureaucracy  they  just  act  and  organize  later  boy  we  are  killing  ourselves  and  we  dont  knowit"
1	"Hang  on,  Eduardo,  what's  your  home  address?  i'll  come  forcefully  kick  \nyour  door  down,  take  over  your  house,  if  you  try  and  kick  me  out,  i'll  \nseriously  physically  harm  you,  because  as  you  pointed  out,  right  to  self\n  defence!!  I  hope  you  realise  how  retarded  your  argument  is,  truely!"
0	"Yeah,  he  will  just  let  them  in  and  allow  them  to  take  over.\xa0  Be  prepared!"
0	"@Kick  Ass  @Maybe  Because  you  have  men  and  women  of  different  ideological  persuasions,  along  with  judicial  philosophies,  who  have  shaped  Establishment  Clause  jurisprudence  for  centuries.    Expecting  some  consistency  is  like  expecting  the  sun  to  rise  in  the  west."
0	"A  lot  of  money  so  u  can  sit  on  your  ass."
0	"I  thought  that  makeup  was  suppose  to  make  any  bitch  look  better,  in  her  case  that's  the  total  opposite.\\n"
0	"That's  funny,  don't  care  who  ya  are!"
1	"oh,  you  got  your  information  from  the  Fox  news  network  or  from  some  idiotic  right-wing  tea  bagger  blogger!  They  always  distort  the  truth.  get  a  life  and  stop  blaming  the  president  b/c  you  are  a  loser  in  life..."
0	"What  he's  really  saying  'between  the  words'  is  the  Democrats  are  very  close  to  losing  the  Jewish  vote  in  addition  to  losing  the  Catholic  vote  in  2012.  Jews  are,  in  a  way,  Obama's  last  hope  for  guaranteed  votes.\\xc2\\xa0  Barry  has  already  lost  the  moderate  Catholics.  Liberal,  gay,  secularized  Jews  &  Catholics  aren't  a  big  enough  demographic  to  carry  Obama."
0	"Didn't  take  you  any  time  at  all  to  try  to  turn  a  solemn  day  into  another  attempt  at  racial  conflict,  did  it?\n\nThe  Facts:The  earliest  known  evidence  of\xa0Decoration  Day  observance  goes  back  to  various  women's  auxillary  groups  in  the  North  and  South,  when  ladies  organized  events  to  honor  their  war  dead  by  decorating  graves.  The  earliest  recorded  event  took  place  on  April  25,  1866  in  Columbus,  Mississippi  when  a  group  of  women  formed  an  association  to  decorate  the  graves  of  civil  war  soldiers,  starting  with  those  who  died  in  the  Battle  of  Shiloh.The  towns  of  Macon,  Georgia,  Columbus,  Georgia,  and  Richmond,  Virginia  all  claim  to  be  the  birthplace  of  Decoration  Day,  having  first  celebrated  it  in  1866.  The  town  of  Boalsburg,  Pennsylvania  claims  to  have  celebrated  the  first  Decoration  Day  in  1868.  Carbondale,  Illinois  claims  to  have  celebrated  it  first  on  April  29,  1866.  In  all,  some  25  cities  claim  to  be  the  birthplace  of  Decoration  Day,  most  of  them  in  the  South.To  settle  the  dispute,  President  Lyndon  Johnson  issued  a  proclaimation  in  1966  naming  Waterloo,  New  York  to  be  the  official  birthplace  of  Memorial  Day."
0	"Woman  from  my  avatar  should  be  on  number  1  :P"
1	"Obama  can't  stand  up  to  being  vetted.\xa0  That's  why  the  POS  sealed  his  records.\xa0  You  don't  evenko  who  that  loser  in  the  white  house  really  is."
0	"I  agree  with\xa0\u0648\u0639\u064a\u0634\u0647  \u0645\u062a\u0648\u0627\u0636\u0639\u0647  but  the  rest  is  a  little  vague.Perhaps  your  point  about\xa0\u0648\u0634\u064a\u0639\u064a  \u064a\u0633\u064a\u0631  \u0639\u0644\u0649  \u062f\u0631\u0628  \u0639\u0644\u064a  needs  a  little  expansion.  Are  you  saying  ALL  the  forces  at  work  in  syria  pray  to  the  same  god?  A  jew  god?\nWow.  good  point."
1	"Are  you  retarded?  The  family  are  suing  hustler  because  they  DIDN'T  want  those  pictures  published.  Try  reading  the  story  properly  before  accusing  a  family  of  'cashing  in'  on  their  dead  relative."
0	"In  Thailand,  the  Iranian  blew  his  own  legs  off  but\\xc2\\xa0didn't  harm  any  Israelis.\\xc2\\xa0  Is  this  an  example  of  Iran's\\xc2\\xa0military  might?\\xc2\\xa0\\xc2\\xa0In  the  end,  the  Iranians  will  blow  the  legs  out  from  under  their  own  country."
0	"@LadyAnne  Where  did  you  get  your  3%  fact?!    I  really  want  to  know.    I  don\\'t  believe  it  for  a  second  and  would  like  to  know  where  you  pulled  that  number  from.\\n\\n  \\n\\nAbby  Johnson  (author  of  unPlanned)  tells  of  her  time  with  Planned  Parenthood  and  how  she  would  partake  in  budget  meetings.    They  literally  doubled  their  "quota"  for  abortions  for  the  upcoming  year  to  double  the  current  year  -  and  by  "quota"  I  do  mean  that  staff  was  being  told  to  encourage  twice  as  many  abortions  to  meet  these  numbers.    That  is  what  Planned  Parenthood  is  about."
0	"@aarongmyers  to  be  honest  the  translation  of  Ender's  Game  isn't  great...  much  like  the  first  book  in  the  HP  series,  which  is  why  I  have  been  avoiding  the  challenge  in  Chinese  for  so  long.  But  I  agree  about  finding  something  fun  to  read.  The  key  is  being  able  to  provide  yourself  with  the  ability  to  have  comprehensible  input  while  you  are  reading.  Going  to  the  dictionary  for  every  other  word  and  still  not  understanding  what  you  are  reading  is  one  of  the  most  painful  things  to  deal  with  as  a  language  learner."
0	"@AleisterHyde  The  catch-phrase  refers  to  the  size  of  the  force,  easy  to  understand\xa0  unless  you  are  not  an  idiot."
1	"You  are  human  garbage."
0	"who  said  anything  about  NJs  popularity?"
1	"Really,  you  do  a\xa0one  time  100K  fund  raiser  and  your  comparing  it  to  skipit55.......  are  you  really  that  stupid.....\xa0  Do  the  math!\xa0  What  a  moron,  your  so  proud  of  yourself:  "Did  they  do  that?".\xa0  Yes  and  they  still  are  adding  to  it."
1	"Randal,  regarding  your  first  paragraph  above,  what  articulett  said!\n\nRegarding  you  second  paragraph,  you  really  don't  see  what  you  are  forced  to  do  here,  do  you?  It's  what  I  see  you  arguing  on  your  blog  and  in  our  co-written  book.  You  stretch  things  to  suit  what  you  believe.  You  use  improbabilities  to  conclude  a  probability.  You  do  this  all  of  the  time,  almost  in  every  case.  \n\nTake  my  speculation  that  most  non-believers,  especially  former  Christians,  have  heard  many  of  the  \nthings  you  say  in  this  book,  but  most  Christians  have  not  considered  the  \nthings  I  say  in  it.  (that's  how  I  meant  the  sentence  per  aritculett).\n\nFirst  off,  when  it  comes  to  FORMER  CHRISTIANS  we  were  scared  to  death  to  seriously  doubt  our  faith.  We  were  scared  because  of  the  threat  of  hell  if  we  get  it  wrong.  You  probably  do  not  understand  this.  When  the  time  comes  for  you  to  seriously  doubt  your  faith  you  will  understand  it.  At  that  point  you  must  be  convinced  your  faith  has  almost  no  probability  to  it  at  all  in  order  to  reject  it,  since  that  is  the\xa0  point  where  Pascal's  Wager  has  no  more  force  on  us.  So  we  investigated  it  thoroughly,  most  of  us.  The  more  educated  we  are  in  our  faith  then  the  more  we  must  investigate  it.  So  it's  more  likely  what  you  have  said  in  our  book  will  be  things  most  former  Christians  have  considered  before.\n\nI  have  a  mountain  of  anecdotal  evidence  for  this  as  well.  Almost  every  Christian  I  have  spoken  to  always  learns  something  from  me  and  I  have  learned  little  or  nothing  from  them.  This  scenario  repeats  itself  every  time  I  have  a  disunion  with  a  Christian,  and  can  be  seen  from  the  responses  to  my  blog  over  a  six  and  a  half  year  period.  I  teach  them.  They  do  not  teach  me.\n\nWhen  it  comes  to  NON-BELIEVERS  in  general  studies  have  shown  that  non-believers  know  more  about  the  Bible  than  Christians.  That's  evidence,  baby.  The  probability  therefore\xa0  that  non-believers  will  not  learn  as  much  from  you  in  our  book  is  more  likely,  than  otherwise.\n\nSo  these  speculations  of  mine  have  evidence  for  them.  Evidence.  That's  what  I'm  talking  about,  here,  there,  and  in  our  co-written  book.  You  must  skirt  it  at  almost  every  step  in  order  to  believe.  \n\nAnd  you  provide  some  evidence  that  this  is  what  you  do  here.  You  compared  the  probabilities  of  my  speculations  with  predicting  how  many  people  will  get  rained  on  next  February  18th.  I  did  not  say  how  many  believers  would  learn  more  from  me  than  you,  nor  did  I  speculate  how  many  skeptics  would  not  learn  as  much  from  you.  I  only  speculated  than  MOST  believers  would  learn  more  from  me.  Most,  as  defined  as  above  50%,  minimally.  You  however  compared  my  speculations  with  prediction  of  how  many  people  would  get  rained  on  next  February  18th.  That's  asking  someone  to  specify  a  mathematical  number  of  people  who  will  get  rained  on.  You  are  also  asking  for  the  impossible,  or  the  near  impossible,  since  no  one  can  predict  what  the  weather  will  be  like  on  one  part  of  the  planet  seven  months  from  now  (charitably  assuming  that's  your  comparison  rather  than  asking  someone  to  predict  the  number  of  people  who  will  get  rained  on  globally).  w\n\n*ahem*  there  is  absolutely  NO  comparative  parity  here  at  all.\n\nThis  is  what  I  see  you  do  all  of  the  time.\n\nThe  unfortunate  thing  is  that  I  have  to  spend  15-20  minutes  explaining  this  to  your  deluded  mind.  That's  a  waste  of  your  mind  in  my  opinion,  a  waste  of  an  otherwise  bright  mind  who  would  never  use  it  in  like  this  in  any  other  area  of  life  except  when  it  comes  to  your  faith.\n\nNot  only  that,  but  I  predict  you  are  not  done  defending  this  utterly  ignorant  comparison.\n\nYou  do  realize  that  I've  stopped  wasting  so  much  time  blogging  because  of  Christan  like  you,  correct?  Your  reasoning  abilities  when  it  comes  to  your  faith  is  just  that  bad,  sorry.  I  have  no  hopes  of  convincing  you  jsut  as  I  have  no  hopes  of  convincing  a  leader  in  Scientology.  You  cannot  be  argued  out  of  your  faith  because  you  were  never  reasoned  into  it  in  the  first  place.\n\nThere  is  only  hope  for  others."
0	"@hockeybelle\xa0he  is  so  wrecked  physically  right  now.  \xa0THere's  definitely  something  wrong  with  him.  \xa0You  can't  really  use  the  "lazy"  excuse  anymore  because  he  was  pretty  great  for  most  of  the  playoffs"
0	"God  bless  you,  Sir!"
0	"When  a  decision  goes  against  them  why  do  all  foreign  players  look  like  you've  just  raped  their  wife,  stolen  their  dog  and  shit  in  their  bed?"
0	"It's  fine  to  love  those  first  two,  just  stay  away  from  the  third.    And  don't  smoke  weed  in  your  car.....I  don't  know  why  these  guys  don't  get  that.\n\nEither  that,  or  use  part  of  your  $5m  signing  bonus  on  a  cab."
0	"Pig  noesed  /  no  talent  jack..  This  guy  should  get  the  worst  actor  award  every  year."
0	"Exactly!\nSee,  you  don't  learn  quality  facts  like  that  in  school.  They  tell  you  you  have  to  spend  weeks  in  the  hospital,  well,  fuck  them."
0	"And  another  benefit  to  counseling  is  that  you  don't  lose  all  your  friends  because  you  drove  them  crazy  with  your  constant  neediness."
0	""I  feel  sorry  for  other  grandparents  that  didnt  have  love  and  respect  of  their  grandchildren."\n---------------------------------------\nHold  it  right  there,  grandma.\n\nIs  a  hug  "love,"  or  is  it  "respect"?  A  child  can  show  you  proper  respect  without  hugging  you.  Your  inability  to  discern  the  distinction  between  the  two  is  what's  holding  you  back  from  understanding  this  column."
0	"Votul  meu:  1.  Pentru  ca....  (8)\\n\\n2.  ...de  ce  iubesc...  de  ce-as  iubi...  (6)\\n\\n3.  Niste  varzari  (7)"
0	"The  battle  cry  of  the  believer  is,  "In  God  we  trust".\\nGod  is  not  of  two  minds,  his  marching  orders  are  set  out  in  the  Bible.\\xc2\\xa0  Yes,  people  are  more  "liberal"  today  than  they  were  20  years  ago.\\xc2\\xa0  My  own  personal  odyssey  from  liberal  to  conservative  goes  against  the  tide  and  I  believe  things  will  get  worse  before  they  get  better.\\xc2\\xa0  I  don\\'t  care  what  atheists  think  about  me.\\nLike  the  secular  humanist  today,  I  was  completely  naive  about  Islam  until  the  Islamic  revolution  in  Iran  (1979)  and  reports  began  to  filter  down  to  the  general  public  about  the  arrests,  torture  and  execution  of  those  on  the  left  who  supported  the  regime.\\nThere  is  only  one  Spirit  of  Truth.\\nFalse  prophets  and  religions  deceive  the  people  time-and-time  again  but  I  believe  in  the  Jesus  Christ  of  the  Bible  not  man.\\nAcross  America  there  are  millions  of  people  who  believe  in  God  and  will  not  accept  the  foolish  laws  of  man.\\nHomosexuality,  abortion,  pornography  are  crimes.\\nAnd  the  biggest  criminal  of  all  is  the  so-called  president  of  the  USA,  Barack  Hussein  Obama.\\nHe  is  not  a  natural  born  citizen  (Vattel\\'s  Law  of  Nations,  1758)  because  the  Supreme  Court  has  clearly  defined  a  natural  born  citizen  to  be  a  citizen  with  two  American  parents.\\xc2\\xa0  Therefore  he  is  not  eligible  to  be  president  -  and  the  entire  political  and  judicial  system  can  ignore  the  truth  but  it  does  not  matter  to  me.\\nGod  bless  America  -  and  pass  the  ammunition.\\nAs  Patrick  Henry  said,  "Give  me  liberty  or  give  me  death!"\\nThe  liberal  corporate  elite  that  rules  America  is  plain  old  fascism  -  the  whore  of  Satan  -  but  the  faithful  church  is  the  bride  of  Christ.\\nWe  shall  never  surrender!"
1	"Think  if  a  little  man  like  PAC  makes  floyd  run  for  his  life,I  wonder  what  he  will  do  if  he  did  have  to  fight  S.R.R    He  would  pull  an  OJ  in  a  bronco  with  the  gu.n  to  his  pointed  head"
0	"What  you  don't  know  about  gulags....check  out  the  history  of  the  Soviet  Union.    Warning:    it  may  disillusion  you  about  communism  and  Comrade  Stalin."
0	"If  you  mean  UK  is  your  God,  then  you\xa0are  right."
0	"Why  should  Putin  deal?  \xa0He  just  murders  those  of  differing  opinion.  \xa0It's  good  to  be  the  President."
0	"Vote,  Look  where  this  loon  is  getting  her  information.    PBS  Socialist  Network.    roflmao!!!!!!!!!!!!!"
0	"Jay--  My  condolences  to  you  and  your  family.  It's  a  terrible  way  to  get  a  wake-up  call,  but  I'm  glad  you've  found  a  way  to  channel  this  terrible  loss  into  something  positive  for  you  and  yours.  Enjoy  life  in  the  (slightly)  slower  lane.    "
0	"@ahr19\xa0\xa0  http://t.co/ntz0lK4H  "0BAMA  http://bit.ly/LdqWWy  http://t.co/LyWpopfJ  iN  http://t.co/LBpHn8O5  2o12"  http://shar.es/qNGKo  http://shar.es/qPLm8  "iNHERiT  http://shar.es/qMm2k  http://shar.es/qMnPX  THE  http://t.co/yQdpnkvM  http://shar.es/qNX3H  WiND"  http://t.co/bSxX1whh  http://t.co/OJ9W5oae  "0BAMA  http://shar.es/qVEoG  http://t.co/R5ha6h89  iN  http://t.co/HHgN3I9r  2o12"  http://t.co/c2kmuftr  http://t.co/G3VXfi0r  http://paper.li/f-1334936874  ...THEY  D0  ABS0LUTELY  N0THiNG  http://bit.ly/MrZlgv  http://shar.es/qiaI2  DELUSi0NAL  http://bit.ly/MrZlgv  http://t.co/yHELaHAq  http://shar.es/qzCvl  ANGRY  http://bit.ly/MrZlgv  http://t.co/Ic3KVhem  SELFiSH  http://bit.ly/MrZlgv  http://shar.es/qzt0K  http://shar.es/qzMXa  LYiNG  http://bit.ly/MrZlgv  http://shar.es/qzCvl  http://shar.es/qzsT3  STiNGY  http://bit.ly/MrZlgv  http://shar.es/qi7eM  C0RRUPT  http://bit.ly/MrZlgv  http://shar.es/qztz6  GREEDY  http://bit.ly/MrZlgv  http://shar.es/qKUjT  http://shar.es/qz7IM  CROOKED  http://bit.ly/MrZlgv  http://shar.es/qztz6  http://shar.es/qcyGh  C0MMUNiST  http://bit.ly/MrZlgv  http://shar.es/qztvQ  http://shar.es/q8Ubh  REPUBLiCANS  \ufeff\ufeffhttp://bit.ly/MrZlgv  http://shar.es/qiaI2  http://t.co/t7tG35Pf  ALL  HAVE  COMMiTTED  \ufeff  P0LiTiCAL  SUiCiDE\ufeff4  2o12  http://shar.es/qKUjT  ...THE  UNRE-ELECTABLE  BiGTiME\ufeff  LAZY  WHiNiNGASS  CRYBABY  PATHETiC  http://t.co/yHELaHAq  LOSER  http://t.co/yxVUiSFr  DEMON  J0HNhttp://bit.ly/MrZlgv  "THE  http://t.co/v2LfbeYg  PACiFiER  SUCKA"  B0EHNER  http://t.co/srGUvysY  DAMN  RiTE  http://shar.es/q8Dfn  LUGAR  iS  DEFiNiTELY  OUT  http://shar.es/qzLiJ  &  YOU'RE  NEXT  ...THE  UNM0TiVATED  UNRE-ELECTABLE\ufeff  WELL  KN0WN  SUPER  DASTARDLY  WEAKMiNDED  http://t.co/yHELaHAq  S0RRYASS  QUiTTER  &  LOSER  http://t.co/yxVUiSFr  DEMON  ERiC  http://bit.ly/MrZlgv  \ufeff"THE  COWARDLY  http://shar.es/qM38B  http://t.co/v2LfbeYg  WEASEL"  CANT0R  http://t.co/srGUvysY  DAMN  RiTE  http://shar.es/q8Dfn  LUGAR  iS  DEFiNiTELY  OUT  http://shar.es/qzLiJ  &  YOU'RE  NEXT  http://t.co/rXNmrt38  ...THE  0LD  \ufeffhttp://t.co/3xgn4fPb  DUMBASS  &  LOSER  http://t.co/yHELaHAq  DEMON  iTS  DEFiNiTELY\ufeff  TiME  2RETiRE  http://t.co/yxVUiSFr  MiTCH  http://bit.ly/MrZlgv  "THE  BiGG  http://t.co/v2LfbeYg  TiME  EViL  SNiTCH"  http://shar.es/qi1LY  McC0NNELL  http://t.co/srGUvysY  DAMN  RiTE  http://shar.es/q8Ubh  LUGAR  iS  DEFiNiTELY  OUT  http://shar.es/qzLiJ  &  YOU'RE  NEXT  "iNHERiT  http://goo.gl/Oi4S8  THE  http://t.co/ImmDUFcc  WiND"\ufeff  YOU  ARE\ufeff  MOST  DEFiNiTELY\ufeff  G0iNG  http://shar.es/qBKPN  2B0W  D0WN  http://shar.es/q8Ubh  ...BELiEVE...  http://shar.es/q8Dfn  Y0UR  0BSTRUCTiONiSM  &  http://shar.es/qKUjT  D0  ABS0LUTELY  N0THiNG  http://bit.ly/MrZlgv  FiNAL  DAYS  AR\ufeffE  MOST  DEFiNiTELY  NUMBERED  http://t.co/t7tG35Pf  iT  iS  PERMANENTLY  ENGRAVED  iN  ST0NE  http://bit.ly/MrZlgv  DAMN  RiTE  http://t.co/01k4Wu4w  PRESiDENT  OBAMA  http://t.co/lIs1mACd  A  MAN  0F  ALL  THE  PE0PLE  iN  2o12  http://t.co/ImmDUFcc  ...FORWARD  ...Give  Moe  Powwa  2Da  Peeps"
1	"suck  my  dick  yeaah  babby  pussy"
0	"it  won\\'t  matter  what  the  "official"  count  is,  if  paul  gets  enough  votes  to  go  ahead  of  mitt  romney  that\\'s  enormous.  that  could  blow  romney\\'s  campaign  completely  out  of  the  water.  and  that  could  happen,  with  the  people  in  washington  county  now  aware  the  whole  world  is  watching."
