label	text_a

2	"'Hitler'  row  over  Welsh  arts  cash  |||    An  artist  critical  of  Welsh  arts  funding  being  brought  under  assembly  government  control  has  denied  comparing  the  idea  with  dictatorships  in  Russia  and  Germany.  |||    Shani  Rhys  James  is  worried  that  the  Arts  Council  of  Wales  may  be  taken  over  by  the  Welsh  Assembly  Government.  Culture  Minister  Alun  Pugh  said  it  would  be  ""crass  and  ignorant""  to  liken  a  quango  review  to  Hitler's  Germany.  But  Ms  James  emphasised  she  had  actually  said  artists  needed  freedom.  The  future  of  the  Arts  Council  of  Wales  has  been  in  question  since  it  was  announced  that  most  Welsh  quangos  would  eventually  be  abolished.  |||    It  was  announced  last  July  that  three  Welsh  quangos,  education  and  training  body  Elwa,  the  Wales  Tourist  Board  and  the  Welsh  Development  Agency,  would  be  brought  under  assembly  government  control.  The  Arts  Council  of  Wales  may  be  among  the  next  to  come  under  the  assembly  government's  umbrella.  But  Ms  James,  who  won  the  £30,000  Jerwood  painting  prize  in  2003,  said  arts  funding  should  be  separate  from  government.  Ms  James  told  BBC  Radio  Wales:  ""It's  quite  dangerous  when  you  involve  politicians  because  it's  not  like  the  health  service  and  it's  not  like  the  railways.  ""Free  expression  is  absolutely  vital  in  a  democratic  society.  You  need  distance,  you  do  not  need  government  interference  because  it  could  be  taken  the  wrong  way.""  |||    But  she  said  reports  that  she  had  likened  the  assembly  government  to  totalitarian  regimes  were  inaccurate.  |||    She  told  Good  Morning  Wales:  ""Just  to  put  the  record  straight,  that  business  in  the  paper  where  it  said  I  likened  the  government  to  Bolshevik  Russia  or  Hitler's  Germany,  the  actual  quote  I  gave  was:  'It  is  vital  to  a  civilised  society  that  we  allow  artists  to  express  themselves  without  government  control'.  ""As  we  know  from  past  European  history,  i.e.  Russia  and  Germany  in  the  early  20th  Century,  artists  will  go  underground  or  leave  the  country  or  rather  than  compromise  their  expression'.  ""Artists  need  a  free  voice  to  express  themselves  -  they  reflect  a  truth  through  their  own  art  forms.'""  She  said  the  assembly  government  was  not  best  placed  to  run  the  arts  in  Wales.  |||    She  added:  ""It  would  be  a  momentous  change  and  devastating  to  the  arts.  It  would  set  the  arts  scene  back  60  years,  because  I  really  don't  think  the  government  has  the  expertise.  ""If  you  have  the  National  Assembly  taking  control,  I  fear  you  are  going  to  be  going  back  to  the  dragons  and  leeks  and  the  choirs.  |||    ""Wales  has  moved  on.  It  is  international  now.  It  is  not  set  back  in  How  Green  Was  My  Valley?""  Responding  to  Ms  James'  criticisms,  Mr  Pugh  said:  ""The  structure  of  unelected  quangos  is  under  review  and  we  have  made  it  clear  that  further  announcements  are  due  shortly.  ""Comparing  the  Welsh  Assembly  Government  to  Hitler's  Germany  is  a  crass  and  ignorant  response  to  a  real  issue  about  democratic  accountability.""  Ms  James,  whose  father  was  Welsh,  was  born  in  Melbourne  where  her  parents  worked  in  the  theatre.  She  moved  to  Powys  nearly  20  years  ago  where  she  works  from  her  studio  near  Llangadfan.  She  has  won  a  number  of  arts  prizes  including  the  Wales  Open  in  1989  and  the  Mostyn  Open  in  1991." 

2	"Blunkett  hints  at  election  call  |||    Ex-Home  Secretary  David  Blunkett  has  given  fresh  clues  that  the  general  election  will  be  announced  on  Monday.  |||    He  told  BBC  Radio  Five  Live:  ""I'm  out  in  my  constituency  getting  ready  for  what  we  presume  will  be  an  announcement  very  shortly  at  the  weekend.""  He  clarified  that  he  meant  he  would  be  in  his  Sheffield  seat  this  weekend,  not  that  he  expected  an  election  call  then.  Tony  Blair  is  tipped  to  ask  the  Queen  on  Monday  to  dissolve  Parliament  ready  for  a  5  May  poll." 

0	"US  manufacturing  expands  |||    US  industrial  production  increased  in  December,  according  to  the  latest  survey  from  the  Institute  for  Supply  Management  (ISM).  |||    Its  index  of  national  manufacturing  activity  rose  to  58.6  last  month  from  57.8  in  November.  A  reading  above  50  indicates  a  level  of  growth.  The  result  for  December  was  slightly  better  than  analysts'  expectations  and  the  19th  consecutive  expansion.  The  ISM  said  the  growth  was  driven  by  a  ""significant""  rise  in  the  new  orders.  ""This  completes  a  strong  year  for  manufacturing  based  on  the  ISM  data,""  said  chairman  of  the  ISM's  survey  committee.  ""While  there  is  continuing  upward  pressure  on  prices,  the  rate  of  increase  is  slowing  and  definitely  trending  in  the  right  direction.""  |||    The  ISM's  index  of  national  manufacturing  activity  is  compiled  from  monthly  responses  of  purchasing  executives  at  more  than  400  industrial  companies,  ranging  from  textiles  to  chemicals  to  paper,  and  has  now  been  above  50  since  June  2003.  Analysts  expected  December's  figure  to  come  in  at  58.1.  The  ISM  manufacturing  index's  main  sister  survey  -  the  employment  index  -  eased  to  52.7  in  December  from  57.6  in  November,  while  its  ""prices  paid""  index,  measuring  the  cost  to  businesses  of  their  inputs,  also  eased  to  72.0  from  74.0.  The  ISM's  ""new  orders""  index  rose  to  67.4  from  61.5." 

2	"UK  plan  to  deport  terror  suspects  |||    Deals  are  being  sought  to  allow  the  UK  to  deport  terror  suspects  to  their  home  countries  without  risk  of  them  being  tortured  or  sentenced  to  death.  |||    Home  Secretary  Charles  Clarke  told  the  Times  he  hoped  agreement  with  several  countries  could  be  reached.  The  move  follows  a  Law  Lords  judgement  that  the  detention  of  12  men  at  Belmarsh  prison,  London,  and  Woodhill,  Milton  Keynes,  was  unlawful.  The  12  affected  by  the  ruling  are  from  Algeria,  Tunisia,  Egypt  and  Jordan.  The  government  was  told  that  using  anti-terror  legislation  brought  in  after  11  September  to  hold  the  men  indefinitely  without  charge  broke  human  rights  laws.  |||    Mr  Clarke  told  The  Times:  ""I  think  we  should  be  prosecuting  much  more  energetically  our  ability  to  deport  the  individuals  concerned  to  the  countries  from  which  they  come.""  He  said  it  was  a  route  that  was  being  pursued  in  collaboration  with  Foreign  Secretary  Jack  Straw  ""in  a  very  positive  way"".  Mr  Clarke  said  that  he  was  seeking  ""memorandums  of  understanding""  between  overseas  governments  and  Britain  to  ensure  suspects  would  not  be  subjected  to  the  death  penalty  on  their  return.  However,  he  added:  ""I  do  not  think  the  solution  to  the  Law  Lords'  judgement  for  this  government  is  in  deportations,  but  they  will  help.  ""There  are  other  strands  that  we  have  to  do.""  But  the  Liberal  Democrat's  shadow  home  secretary,  Mark  Oaten,  accused  Mr  Clarke  of  avoiding  the  main  issue  with  the  Belmarsh  detainees.  |||    ""The  critical  issue  that  the  home  secretary  is  dodging  at  this  stage  is  to  deal  with  the  very  principle,  to  deal  with  how  we  tackle  this  problem  in  the  future,""  he  told  BBC  News.  ""And  I  do  want  him  to  grasp  those  issues  and  that  means  looking  at  how  we  can  actually  secure  convictions  in  this  country  allowing,  for  example,  intercept  communications,  telephone  tapping  to  be  included,""  Mr  Oaten  said.  ""Deportation  may  tackle  this  initial  problem  but  I  want  to  see  a  wider  debate  urgently  about  how  we  can  actually  get  trials  and  convictions  in  this  country.""  ""Unless  we  get  that,  the  Liberal  Democrats  will  vote  against  this  measure  when  it  comes  for  renewal  in  March.""  |||    The  BBC's  home  affairs  correspondent,  Daniel  Sandford,  said  it  appeared  Mr  Clarke  was  putting  more  emphasis  on  the  possibility  of  deportation  than  his  predecessor,  David  Blunkett.  But  he  said  reaching  an  understanding  with  some  of  the  detainees'  home  countries  could  be  difficult.  ""Some  of  these  people  are  accused  of  very,  very  serious  crimes  in  their  home  countries  so  it's  not  an  easy  agreement  to  get  and  I  think  for  some  of  these  suspects  it  won't  be  the  solution.""  Daniel  Sandford  said  ministers  may  try  to  put  forward  other  solutions  -  such  as  allowing  more  secret  evidence  to  be  put  into  normal  criminal  trials  or  developing  a  more  secret  trials  process  -  in  the  next  few  weeks.  ""The  government  may  try  and  deport  some  of  them  and  then  those  that  are  left  see  if  they  can  work  out  some  way  of  putting  them  on  trial,""  he  said." 

3	"Yachvili  savours  France  comeback  |||    France  scrum-half  Dimitri  Yachvili  praised  his  team  after  they  fought  back  to  beat  England  18-17  in  the  Six  Nations  clash  at  Twickenham.  |||    Yachvili  kicked  all  of  France's  points  as  they  staged  a  second-half  revival.  ""We  didn't  play  last  week  against  Scotland  and  we  didn't  play  in  the  first  half  against  England,""  he  said.  ""But  we're  very  proud  to  beat  England  at  Twickenham.  We  were  just  defending  in  the  first  half  and  we  said  we  had  to  put  them  under  pressure.  We  did  well.""  Yachvili  admitted  erratic  kicking  from  England's  Charlie  Hodgson  and  Olly  Barkley,  who  missed  six  penalties  and  a  drop  goal  chance  between  them,  had  been  decisive.  ""I  know  what  it's  like  with  kicking.  When  you  miss  some  it's  very  hard  mentally,  but  it  went  well  for  us,""  he  said.  France  captain  Fabien  Pelous  insisted  his  side  never  doubted  they  could  secure  their  first  win  against  England  at  Twickenham  since  1997.  France  were  17-6  down  at  half-time,  but  Pelous  said:  ""No-one  was  down  at  half-time,  we  were  still  confident.  ""We  said  we  only  had  11  points  against  us,  which  was  not  much.  ""The  plan  was  to  keep  hold  of  possession  and  pressure  England  to  losing  their  composure.""  France  coach  Bernard  Laporte  accepted  his  side  had  not  played  well.  ""We  know  we  have  to  play  better  to  defend  the  title,""  he  said.  ""I'm  not  happy  we  didn't  score  a  try  but  we're  happy  because  we  won.""" 

0	"Madagascar  completes  currency  switch  |||    Madagascar  has  completed  the  replacement  of  its  Malagasy  franc  with  a  new  currency,  the  ariary.  |||    From  Monday,  all  prices  and  contracts  will  have  to  be  quoted  in  the  ariary,  which  was  trading  at  1,893  to  the  US  dollar.  The  Malagasy  franc,  which  lost  almost  half  its  value  in  2004,  is  no  longer  legal  tender  but  will  remain  exchangeable  at  banks  until  2009.  The  phasing  out  of  the  franc,  begun  in  July  2003,  was  intended  to  distance  the  country  from  its  past  under  French  colonial  rule  and  address  the  problem  of  the  large  amount  of  counterfeit  francs  in  circulation.  ""It's  above  all  a  question  of  sovereignty,""  Reuters  quoted  a  central  bank  official  as  saying.  ""It  is  symbolic  of  our  independence  from  the  old  colonial  ways.  Since  we  left  the  French  monetary  zone  in  1973  we  should  have  our  own  currency  with  its  own  name.""  The  ariary  was  the  name  of  a  pre-colonial  currency  in  the  Indian  Ocean  island  state." 

2	"McConnell  in  'drunk'  remark  row  |||    Scotland's  first  minister  has  told  a  group  of  high  school  pupils  that  it  is  okay  to  get  drunk  ""once  in  a  while"".  |||    Jack  McConnell  was  speaking  to  more  than  100  secondary  pupils  from  schools  in  the  Highlands  about  the  problems  of  binge  drinking  and  drink  promotions.  He  has  been  criticised  by  the  SNP  for  encouraging  young  people  to  get  drunk.  But  the  Scottish  Executive  has  insisted  Mr  McConnell  was  speaking  about  adults  and  his  comments  were  ""a  recognition  that  people  will  get  drunk"".  The  first  minister's  comments  came  in  a  question  and  answer  session  at  Glenurquhart  High  School  in  Inverness,  attended  by  pupils  from  a  number  of  secondary  schools.  A  Highland  councillor  who  was  at  the  event  has  also  defended  Mr  McConnell.  Margaret  Davidson,  the  independent  member  for  the  Loch  Ness  West,  said  the  first  minister  was  speaking  in  a  very  general  way  and  she  was  sure  he  was  speaking  about  adults  at  the  time.  |||    When  one  pupil  asked  Mr  McConnell  how  the  executive  proposed  to  tackle  under-age  drinking,  began  his  response  with  the  quip:  ""I'm  sure  there's  no  under-age  drinking  in  the  Highlands.""  He  went  on  to  speak  about  the  evils  of  binge  drinking  and  railed  against  irresponsible  drinks  promotions.  He  said:  ""I  hope  I'm  not  going  to  be  seen  as  preaching  to  anybody  here  but  the  really  serious  problem  at  the  moment  is  binge  drinking  and  the  impact  it  has  on  people's  health  and  their  ability  to  control  what's  happening  round  about  them.""  Mr  McConnell  said  he  regularly  saw  reports  on  the  effects  of  binge  drinking  sprees  which  ended  in  assaults  or  even  rapes,  and  on  the  health  consequences  of  binge  drinking.  ""The  one  thing  we  are  going  to  do  something  really  serious  about  is  binge  drinking  and  irresponsible  drinks  promotions  that  can  help  lead  to  that,""  he  said.  ""Far  too  many  pub  chains  in  particular  are  selling  far  too  much  booze  far  too  cheaply  and  encouraging  people  to  drink  it  far  too  quickly.  ""We  are  go  to  clamp  down  on  that  and  make  those  promotions  illegal  in  the  hope  that  people  can  enjoy  a  drink  sensibly  over  the  course  of  an  evening.""  |||    He  added:  ""By  all  means  get  drunk  once  in  a  while  -  but  do  not  get  into  a  situation  where  people  are  being  encouraged  to  get  completely  incapable  just  to  save  some  money  and  drink  more  quickly.""  SNP  Holyrood  leader  Nicola  Sturgeon  said:  ""This  is  an  incredible  gaffe  by  Jack  McConnell.  ""We  all  know  that  under-age  drinking  is  an  issue  in  Scotland  but  it  is  quite  staggering  that  any  politician,  particularly  the  First  Minister,  should  encourage  young  people  to  get  drunk.  ""The  first  minister  should  withdraw  these  remarks  immediately.""  But  an  executive  spokeswoman  insisted  Mr  McConnell  had  made  the  remark  with  adults,  not  youngsters,  in  mind.  ""He  was  talking  in  the  context  of  adults  binge  drinking  and  irresponsible  drinks  promotions  -  which  are  for  the  over-18s,""  she  said.  ""It  was  just  a  recognition  that  people  will  get  drunk,  but  that  binge  drinking  and  drinks  promotions  that  encourage  it  are  not  acceptable.""" 

1	"T  in  the  Park  sells  out  in  days  |||    Tickets  for  Scotland's  biggest  music  festival  have  sold  out  in  record  time,  five  months  before  the  event  is  held.  |||    The  12th  annual  T  in  the  Park  festival,  which  takes  place  at  Balado  near  Kinross  in  July,  sold  out  just  four  days  after  the  line-up  was  announced.  Green  Day,  the  Foo  Fighters  and  Keane  are  among  the  acts  that  had  already  been  lined  up  to  appear  at  the  event.  However,  the  organisers  have  revealed  Scots  favourites  Travis  as  well  as  soulman  James  Brown  will  also  appear.  |||    Last  year  tickets  sold  out  10  weeks  before  the  festival  but  organisers  confirmed  that  all  130,000  for  the  two-day  event  had  been  sold.  Geoff  Ellis,  CEO  of  festival  organisers  Big  Day  Out  Ltd,  said  this  year's  event  promises  to  be  the  best  yet.  ""After  last  year's  sell-out,  we  did  think  this  year's  event  would  sell  slightly  earlier,  however  this  is  way  beyond  our  expectations,""  Mr  Ellis  said.  |||    ""We  are  extremely  proud  that  fans  are  so  excited  about  T  in  the  Park  that  they  have  made  absolutely  sure  that  their  place  at  Balado  is  booked  for  2005,  and  we  will  deliver  one  of  the  greatest  events  yet  for  them  in  July.""  More  than  120  acts  will  play  on  eight  stages  over  the  weekend  of  9  and  10  July.  Brit  Award  winners  Keane  and  The  Streets  are  among  the  main  attractions,  while  The  Killers  and  dance  act  The  Prodigy  are  also  on  the  bill.  Both  Green  Day  and  The  Foo  Fighters  last  played  at  the  festival  in  2002,  the  same  year  Oasis  and  Basement  Jaxx  were  among  the  headline  acts." 

1	"Box  office  blow  for  Alexander  |||    Director  Oliver  Stone's  historical  epic  Alexander  has  failed  in  its  bid  to  conquer  the  box  office,  entering  the  US  film  charts  at  number  six.  |||    The  swords  and  sandals  blockbuster,  rumoured  to  have  cost  more  than  $150m  (£79m)  to  make,  earned  just  $13.5  (£7m)  over  three  days  at  the  US  box  office.  Due  to  the  Thanksgiving  holiday,  the  film  opened  on  Wednesday,  bringing  its  total  takings  to  $21.6m  (£11.4m).  Top  of  the  box  office  for  a  second  week  was  action  movie  National  Treasure.  The  family  adventure,  starring  Nicolas  Cage,  took  $33.1m  (£17.m),  ahead  of  animated  comedy  The  Incredibles  -  now  in  its  fourth  week  in  the  charts  -  which  took  $24.1m  (£12.7m).  |||    Last  week  Oliver  Stone's  film  met  with  scathing  reviews  from  US  critics.  The  film  stars  Irish  actor  Colin  Farrell  as  one  of  history's  most  celebrated  leaders  -  a  relentless  and  arrogant  warrior  who  conquered  much  of  the  known  world  by  the  age  of  25.  In  particular,  its  portrayal  of  Alexander  as  a  bisexual  has  met  with  a  hostile  reception  and  the  threat  of  legal  action  from  Greek  lawyers.  ""Though  the  battles  have  the  blood-and-sinew  bravado  you  expect  from  Oliver  Stone,  this  three-hour  buttnumbathon  is  hamstrung  by  a  hectoring  grandiosity,""  wrote  one  reviewer  in  Rolling  Stone  magazine.  Others  poured  scorn  on  Farrell's  bleached  hair  and  Angelina  Jolie's  unwieldy  accent,  which  Variety  called  ""a  combination  of  Mata  Hari  and  Count  Dracula""  .  But  novelist  Gore  Vidal  defended  the  film,  saying  it  was  ""barrier-breaking""  for  its  frank  depiction  of  bisexuality.  |||    In  Sweden  last  Thursday,  to  pick  up  a  lifetime  achievement  award  at  the  Stockholm  International  Film  Festival,  Stone  expressed  the  hope  that  Alexander  might  be  better  appreciated  in  Europe.  ""One  of  the  reasons  I  am  being  honoured  here  is  Europeans  tend  to  see  me  a  little  differently  than  they  do  in  the  US,""  said  the  director  behind  JFK,  Platoon  and  Born  on  the  Fourth  of  July.  He  added  Alexander  ""was  not  an  easy  movie,  but  then  I've  never  made  easy  movies""." 

1	"Halloween  writer  Debra  Hill  dies  |||    Screenwriter  and  producer  Debra  Hill,  best  known  for  her  work  on  the  70s  horror  classic  Halloween,  has  died  in  Los  Angeles  aged  54.  |||    Hill,  who  had  been  suffering  from  cancer,  co-wrote  the  1978  film,  which  starred  Jamie  Lee  Curtis  as  a  babysitter  terrorised  by  a  psychopath.  Directed  by  John  Carpenter,  it  made  over  $60m  (£31.3m)  worldwide  -  a  record  for  independent  film  at  that  time.  Hill  also  worked  with  Carpenter  on  Escape  From  New  York  and  The  Fog.  Born  in  New  Jersey,  Hill  began  her  career  as  a  production  assistant  and  worked  her  way  through  the  ranks,  becoming  an  assistant  director  and  second-unit  director  before  she  began  collaborating  with  Carpenter.  |||    She  was  regarded  by  many  as  a  pioneering  woman  in  film,  taking  on  jobs  in  the  70s  that  were  more  commonly  taken  by  men.  ""Back  when  I  started  in  1974,  there  were  very  few  women  in  the  industry,""  she  said  in  2003.  ""I  was  assumed  to  be  the  make-up  and  hair  person,  or  the  script  person.  I  was  never  assumed  to  be  the  writer  or  producer.""  ""I  took  a  look  around  and  realised  there  weren't  that  many  women,  so  I  had  to  carve  a  niche  for  myself.""  Carpenter  said  that  working  with  Hill  was  ""one  of  the  greatest  experiences  of  my  life"".  ""The  ground  that  she  trailblazed  in  the  beginning  can  now  be  followed  by  anyone.  She  was  incredibly  capable  and  talented,""  he  said.  Carpenter  and  Hill  collaborated  on  a  number  of  Halloween  sequels,  including  Halloween  II,  Halloween:  Resurrection  and  Halloween:  The  Curse  of  Michael  Myers.  |||    Later  in  her  career,  Hill  formed  a  production  company  with  her  friend  Lynda  Obst,  making  a  string  of  hit  films  including  Oscar  nominee  The  Fisher  King  and  teen  comedy  Adventures  In  Babysitting.  Other  films  included  the  Stephen  King  adaptation  The  Dead  Zone  in  1983  and  1985's  Clue,  a  comedy  based  on  the  board  game  Cluedo.  In  the  90s  she  pursued  work  in  TV,  although  she  was  reunited  with  Carpenter  in  1996  for  Escape  From  LA,  the  sequel  to  Escape  From  New  York.  At  the  time  of  her  death  she  was  working  on  a  film  about  the  last  two  men  pulled  from  the  rubble  of  the  Twin  Towers  following  the  11  September  terror  attacks  in  2001.  She  was  also  co-producing  the  remake  of  The  Fog,  which  is  due  for  release  early  next  year." 

1	"Levy  tipped  for  Whitbread  prize  |||    Novelist  Andrea  Levy  is  favourite  to  win  the  main  Whitbread  Prize  book  of  the  year  award,  after  winning  novel  of  the  year  with  her  book  Small  Island.  |||    The  book  has  already  won  the  Orange  Prize  for  fiction,  and  is  now  5/4  favourite  for  the  £25,000  Whitbread.  Second  favourite  is  a  biography  of  Mary  Queen  of  Scots,  by  John  Guy.  A  panel  of  judges  including  Sir  Trevor  McDonald,  actor  Hugh  Grant  and  writer  Joanne  Harris  will  decide  the  overall  winner  on  Tuesday.  |||    The  five  writers  in  line  for  the  award  won  their  respective  categories  -  first  novel,  novel,  biography,  poetry  and  children's  book  -  on  6  January.  Small  Island,  Levy's  fourth  novel,  is  set  in  post-war  London  and  centres  on  a  landlady  and  her  lodgers.  One  is  a  Jamaican  who  joined  British  troops  to  fight  Hitler  but  finds  life  difficult  out  of  uniform  when  he  settles  in  the  UK.  ""What  could  have  been  a  didactic  or  preachy  prospect  turns  out  to  hilarious,  moving  humane  and  eye-popping.  It's  hard  to  think  of  anybody  not  enjoying  it,""  wrote  the  judges.  The  judges  called  Guy's  My  Heart  is  My  Own:  The  Life  of  Mary  Queen  of  Scots  ""an  impressive  and  readable  piece  of  scholarship,  which  cannot  fail  but  leave  the  reader  moved  and  intrigued  by  this  most  tragic  and  likeable  of  queens"".  Guy  has  published  many  histories,  including  one  of  Tudor  England.  He  is  a  fellow  at  Clare  College,  Cambridge  and  became  a  honorary  research  professor  of  the  University  of  St  Andrews  in  2003.  |||    The  other  contenders  include  Susan  Fletcher  for  Eve  Green,  which  won  the  first  novel  prize.  Fletcher  has  recently  graduated  from  the  University  of  East  Anglia's  creative  writing  course.  The  fourth  book  in  the  running  is  Corpus,  Michael  Symmons  Roberts'  fourth  collection  of  poems.  As  well  as  writing  poetry,  Symmons  Roberts  also  makes  documentary  films.  Geraldine  McCaughrean  is  the  final  contender,  having  won  the  children's  fiction  category  for  the  third  time  for  Not  the  End  of  the  World.  McCaughrean,  who  went  into  magazine  publishing  after  studying  teaching,  previously  won  the  category  in  1987  with  A  Little  Lower  than  Angels  and  in  1994  with  Gold  Dust." 

1	"Levy  takes  Whitbread  novel  prize  |||    Orange  Prize  winner  Andrea  Levy  has  seen  her  book  Small  Island  win  the  Whitbread  Novel  of  the  Year  Award.  |||    She  is  now  favourite  to  win  the  overall  prize  after  beating  Booker  winner  Alan  Hollinghurst's  The  Line  of  Beauty.  Geraldine  McCaughrean  has  picked  up  the  children's  fiction  award  for  the  third  time  for  Not  the  End  of  the  World.  All  the  category  winners  go  through  to  compete  for  the  Whitbread  Book  of  the  Year  title,  which  carries  with  it  a  £25,000  prize.  A  panel  of  judges  including  Sir  Trevor  McDonald,  actor  Hugh  Grant  and  writer  Joanne  Harris  will  meet  up  on  25  January  to  decide  the  overall  winner,  with  the  announcement  being  made  later  that  evening.  |||    Bookmaker  William  Hill  has  placed  London-based  Levy's  novel  as  the  6/4  favourite  to  win.  |||    Small  Island,  Levy's  fourth  novel,  is  set  in  post-war  England  and  centres  on  a  landlady  and  her  lodgers.  One  is  a  Jamaican  who  joined  British  troops  to  fight  Hitler  but  finds  life  difficult  out  of  uniform  when  he  settles  in  London.  The  judges,  who  included  authors  Jenny  Colgan  and  Amanda  Craig,  were  full  of  praise  for  her  writing.  ""What  could  have  been  a  didactic  or  preachy  prospect  turns  out  to  hilarious,  moving  humane  and  eye-popping.  It's  hard  to  think  of  anybody  not  enjoying  it,""  wrote  the  judges.  The  first  novel  section  was  won  by  Susan  Fletcher  for  Eve  Green,  beating  the  favourite  Jonathan  Strange  and  Mr  Norrell  by  Susanna  Clarke.  Fletcher  has  recently  graduated  from  graduated  from  the  University  of  East  Anglia  creative  writing  course.  Waterstone's  fiction  writer  buyer  Suzie  Doore  said:  ""It  is  great  to  see  Susan  Fletcher  win  in  the  first  novel  category.  As  a  relatively  unknown  author  this  award  will  give  her  exposure  to  a  wider  and  mass  audience  that  she  may  not  have  reached  and  is  a  perfect  example  of  the  influence  of  the  Whitbread.  ""Fresh  out  of  university  she  is  certainly  one  to  watch.""  |||    In  the  biography  category  it  was  John  Guy's  The  Life  of  Mary  Queen  of  Scots  that  was  picked  as  winner.  The  judges  called  it  ""an  impressive  and  readable  piece  of  scholarship,  which  cannot  fail  but  leave  the  reader  moved  and  intrigued  by  this  most  tragic  and  likeable  of  queens"".  Guy  has  published  many  histories,  including  Tudor  England.  He  is  a  fellow  at  Clare  College,  Cambridge  and  became  a  honorary  research  professor  of  the  University  of  St  Andrews  in  2003.  Michael  Symmons  Roberts'  fourth  collection  of  poems  scooped  the  poetry  award.  His  works  mixes  mysticism,  erotica  and  philosophy  through  life,  death  and  resurrection.  As  well  as  writing  poetry,  Symmons  Roberts  also  makes  documentary  films.  Children's  winner  McCaughrean,  who  went  into  magazine  publishing  after  studying  teaching,  previously  won  the  Whitbread  Prize  in  1987  with  A  Little  Lower  than  Angels  and  in  1994  with  Gold  Dust.  She  has  previously  been  the  winner  of  the  Blue  Peter  Book  of  the  Year." 

1	"US  TV  cuts  nudity  from  BBC  film  |||    A  US  TV  network  is  editing  BBC  Films'  Dirty  War  to  avoid  showing  the  front  of  a  nude  woman  being  scrubbed  down  after  a  fictional  chemical  attack.  |||    It  is  not  worth  showing  ""non-essential""  nude  scenes  when  indecency  complaints  are  ""aggressively  pursued""  by  US  TV  watchdogs,  said  PBS'  Jacoba  Atlas.  Dirty  War  -  screened  uncut  on  BBC  One  last  September  -  depicts  a  dirty  bomb  attack  on  the  City  of  London.  It  is  also  being  screened  uncut  on  US  cable  channel  HBO  on  24  January.  PBS  said  it  will  use  extra  footage  for  its  broadcast,  showing  the  woman  ""from  a  more  discreet  angle""  instead.  |||    The  US  Federal  Communications  Commission  fined  CBS  $550,000  (£306,814)  last  autumn  for  singer  Janet  Jackson's  ""wardrobe  malfunction"",  during  which  her  breast  was  exposed  during  a  dance  routine  with  Justin  Timberlake.  Many  US  networks  and  broadcasters  are  now  more  nervous  about  airing  nudity,  violence  or  bad  language.  Ms  Atlas  said  PBS  could  put  itself  financially  at  risk  if  it  showed  the  uncut  version  of  Dirty  War,  and  it  could  also  deter  many  of  its  170  individual  stations  from  airing  ""an  important  film"".  ""You  want  to  pick  your  battles,""  she  said.  She  added  that  PBS,  which  is  a  private,  non-profit  media  enterprise  owned  and  operated  by  the  nation's  349  public  television  stations,  is  bolder  about  screening  non-fiction  or  historical  programming.  PBS  is  seen  in  virtually  all  US  homes  with  TV,  and  describes  itself  as  a  ""trusted  community  resource""  serving  nearly  100  million  people  each  week." 

